observations,actions,rewards,next_observations
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.8025079965591431, -0.5412989854812622, 0.15172800421714783]","[47.56055450439453, -62.46123504638672]",-9.804557800292969,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.8025079965591431, -0.5412989854812622, 0.15172800421714783]","[10.03429126739502, -65.22748565673828]",-8.505877494812012,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.8025079965591431, -0.5412989854812622, 0.15172800421714783]","[141.6313018798828, -46.92967224121094]",-9.252703666687012,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.8025079965591431, -0.5412989854812622, 0.15172800421714783]","[88.8060531616211, -12.266605377197266]",-8.720219612121582,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.8025079965591431, -0.5412989854812622, 0.15172800421714783]","[294.99041748046875, -44.045166015625]",-6.071695327758789,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.8025079965591431, -0.5412989854812622, 0.15172800421714783]","[69.27011108398438, -31.591672897338867]",-8.562039375305176,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[166.636474609375, -1.9668631553649902]",-7.246103286743164,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[315.9527587890625, -61.7426872253418]",-12.443754196166992,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[112.40620422363281, -26.32921600341797]",-1.7909717559814453,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[355.08428955078125, -16.9504451751709]",-10.767935752868652,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[337.2840576171875, -45.6004753112793]",-8.450302124023438,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[341.54852294921875, -58.147361755371094]",-8.963637351989746,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[332.03936767578125, -18.575172424316406]",-9.429150581359863,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[254.1772003173828, -21.396469116210938]",-9.382564544677734,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[354.9476623535156, -69.10364532470703]",-9.438780784606934,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[250.13902282714844, -51.32780075073242]",-11.914839744567871,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[75.11029815673828, -6.0091400146484375]",-5.743922233581543,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[73.61363220214844, -0.2813997268676758]",-5.711955547332764,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[175.5305633544922, -13.947846412658691]",-6.9977545738220215,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[127.46350860595703, -34.477725982666016]",-2.4050891399383545,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[281.2233581542969, -37.59210968017578]",-9.575644493103027,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[9.658544540405273, -39.77330017089844]",-10.126099586486816,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[139.7234649658203, -17.373483657836914]",-4.04573392868042,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[178.39622497558594, -58.344093322753906]",-9.130802154541016,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[217.0777587890625, -53.70540237426758]",-10.2774658203125,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.33936700224876404, 0.6122339963912964, 0.2932739853858948]","[5.4917802810668945, -9.132269859313965]",-11.070658683776855,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[354.6527099609375, -21.43497657775879]",-10.900575637817383,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[16.792444229125977, -66.71397399902344]",-10.02321720123291,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[134.38624572753906, -61.139713287353516]",-7.806953430175781,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[88.23957824707031, -19.087373733520508]",-4.680661201477051,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[231.8997344970703, -6.6984782218933105]",-8.766860008239746,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[358.78265380859375, -29.868244171142578]",-9.45978832244873,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[283.676025390625, -39.5619010925293]",-15.60032844543457,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[299.3533630371094, -52.071590423583984]",-12.658544540405273,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[261.7320251464844, -21.448867797851562]",-9.905548095703125,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[144.2738494873047, -36.962432861328125]",-7.705785274505615,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[71.5602798461914, -14.807820320129395]",-5.800073146820068,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[167.46400451660156, -20.3399600982666]",-6.783581733703613,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[118.76667785644531, -19.76424217224121]",-2.3410086631774902,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[266.4267578125, -6.208502292633057]",-10.105941772460938,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[148.1503143310547, -7.284749507904053]",-6.070339202880859,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[334.6505432128906, -20.090770721435547]",-10.537426948547363,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[310.9095458984375, -13.098880767822266]",-18.478336334228516,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[290.6614685058594, -65.8593978881836]",-10.917357444763184,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[321.3437805175781, -31.647655487060547]",-10.940991401672363,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.40022000670433044, 0.8582730293273926, 0.08849799633026123]","[173.3123779296875, -61.23577880859375]",-9.620421409606934,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[334.2899169921875, -33.696468353271484]",-12.268025398254395,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[2.995182752609253, -40.835960388183594]",-10.698600769042969,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[176.1689453125, -27.426603317260742]",-2.5980777740478516,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[43.072208404541016, -22.426164627075195]",-10.026474952697754,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[255.8492431640625, -6.295814514160156]",-13.166362762451172,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[1.7082206010818481, -21.326650619506836]",-12.66996955871582,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[129.9438018798828, -0.9249323606491089]",-3.1191294193267822,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[237.1690216064453, -64.10411071777344]",-9.779186248779297,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[45.82296371459961, -52.281982421875]",-9.858351707458496,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[196.6466064453125, -8.479193687438965]",-7.400218486785889,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[192.94410705566406, -53.94947052001953]",-5.476166248321533,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[325.2630920410156, -60.47698211669922]",-8.875286102294922,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[23.441680908203125, -33.18919372558594]",-11.622058868408203,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[99.26001739501953, -33.268001556396484]",-6.489230155944824,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[24.91044807434082, -45.23796844482422]",-10.409402847290039,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[338.6600646972656, -22.863759994506836]",-15.207974433898926,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[338.5108642578125, -12.359687805175781]",-17.841920852661133,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[232.84710693359375, -66.60287475585938]",-9.901073455810547,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[340.0694885253906, -13.549677848815918]",-13.444695472717285,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.7096390128135681, 0.33090999722480774, 0.25689199566841125]","[101.29537963867188, -26.366558074951172]",-8.6116943359375,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[208.8998565673828, -68.58963775634766]",-9.027702331542969,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[35.16914367675781, -37.19005584716797]",-9.379776000976562,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[252.73196411132812, -19.89640235900879]",-5.654491424560547,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[311.49298095703125, -46.81475067138672]",-5.867849826812744,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[220.0701446533203, -62.838531494140625]",-9.690986633300781,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[347.3145446777344, -63.60982131958008]",-8.52788257598877,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[95.53052520751953, -52.22663116455078]",-13.300411224365234,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[287.4960632324219, -3.2427895069122314]",-1.7804542779922485,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[54.08469009399414, -9.317134857177734]",-9.473904609680176,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[104.17884063720703, -16.662208557128906]",-9.59547233581543,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[279.01080322265625, -44.79509735107422]",-5.606907844543457,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[242.33766174316406, -9.418320655822754]",-8.325675964355469,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[317.5169372558594, -3.7998671531677246]",-3.7443926334381104,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[128.74818420410156, -11.26684284210205]",-11.207094192504883,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[239.2815704345703, -53.05601119995117]",-8.254185676574707,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[308.4390869140625, -67.11921691894531]",-7.010412693023682,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[109.09419250488281, -15.26441764831543]",-11.437152862548828,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[211.15855407714844, -5.9984822273254395]",-8.62851619720459,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[269.3592529296875, -39.46613693237305]",-4.144093990325928,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.4083139896392822, -0.9619280099868774, 0.33088499307632446]","[280.92840576171875, -44.52796936035156]",-4.1860671043396,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[111.71115112304688, -0.1256217062473297]",-9.08588695526123,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[13.034876823425293, -50.948734283447266]",-5.792548179626465,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
