observations,actions,rewards,next_observations
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[4.620765686035156, -60.97884750366211]",-6.755464553833008,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[118.40155029296875, -27.05814552307129]",-9.564531326293945,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[243.33169555664062, -17.568161010742188]",-10.158670425415039,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[94.79302978515625, -54.25621795654297]",-9.691865921020508,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[359.146240234375, -38.23588943481445]",-4.919785499572754,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[44.947105407714844, -7.861184597015381]",-7.755760192871094,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[17.32823944091797, -43.21647644042969]",-6.1224751472473145,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[215.6626434326172, -10.690752983093262]",-13.206111907958984,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[180.9281768798828, -58.98319625854492]",-10.446925163269043,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[260.89715576171875, -54.52299880981445]",-10.641708374023438,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[68.53913879394531, -51.683258056640625]",-13.789304733276367,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[347.37628173828125, -18.64744758605957]",-0.9884329438209534,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[344.682861328125, -47.50816345214844]",-5.714293956756592,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[29.90439224243164, -33.09917449951172]",-6.373122692108154,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[247.8311004638672, -59.0829963684082]",-9.996013641357422,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[224.61013793945312, -28.907085418701172]",-11.968521118164062,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[187.93988037109375, -27.1843318939209]",-8.499879837036133,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.6990270018577576, -0.22712700068950653, 0.21023300290107727]","[102.97698974609375, -23.43556022644043]",-8.146275520324707,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[218.23214721679688, -1.6153980493545532]",-6.875268936157227,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[283.7370300292969, -41.72762680053711]",-4.597855567932129,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[119.87679290771484, -58.859683990478516]",-9.893415451049805,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[60.75007629394531, -12.540982246398926]",-12.958613395690918,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[96.04949951171875, -47.22923278808594]",-11.205160140991211,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[51.23698806762695, -68.48173522949219]",-9.257161140441895,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[1.2937934398651123, -31.104772567749023]",-8.846251487731934,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[334.3368225097656, -1.260048747062683]",-11.419212341308594,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[177.92758178710938, -29.78915786743164]",-8.291183471679688,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[139.81417846679688, -57.23668670654297]",-8.073460578918457,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[24.42721939086914, -38.73189163208008]",-10.21084213256836,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[300.98101806640625, -45.19106674194336]",-5.530038833618164,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[184.6165313720703, -10.668095588684082]",-9.162813186645508,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[357.8748474121094, -24.76275634765625]",-9.398775100708008,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[259.5943908691406, -49.15770721435547]",-1.4316630363464355,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[147.42433166503906, -47.51469421386719]",-8.575142860412598,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[173.48977661132812, -25.775724411010742]",-8.121508598327637,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[104.59210968017578, -39.515872955322266]",-9.902717590332031,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[230.1830291748047, -44.817115783691406]",-2.1395440101623535,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.3284980058670044, -0.9540280103683472, 0.7947310209274292]","[218.05075073242188, -69.12456512451172]",-5.614748954772949,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[105.7241439819336, -55.94862747192383]",-11.601808547973633,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[311.87744140625, -30.43724822998047]",-7.360196590423584,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[75.37821960449219, -34.36946105957031]",-10.376012802124023,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[251.44053649902344, -65.7551040649414]",-7.782070636749268,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[351.41583251953125, -42.96215057373047]",-9.804688453674316,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[359.1722717285156, -1.8802564144134521]",-9.710287094116211,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[352.60443115234375, -27.822750091552734]",-8.65092945098877,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[54.744140625, -41.21719741821289]",-10.767645835876465,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[136.1706085205078, -11.336109161376953]",-10.727520942687988,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[85.30827331542969, -42.027217864990234]",-8.453642845153809,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[221.44351196289062, -31.0410099029541]",-7.33443546295166,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[17.365001678466797, -44.48998260498047]",-10.376141548156738,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.11748199909925461, -0.9568150043487549, 0.3580999970436096]","[300.4296875, -60.98377990722656]",-7.357439041137695,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.7766090035438538, -0.5043359994888306, 0.17421799898147583]"
